ORG.NR/PERS.NR;NAVN;ADRESSE;POSTNR;POSTSTED;LOK_NR;LOK_NAVN;LOK_KOM;LOK_PLASS;LOK_KAP;LOK_ENHET
936678432;FIRDA SJØFARMER AS;KALVØYNA 75;5970;BYRKNESØY;36297;KJERINGEHOLMEN;ASKVOLL;SJØ;3120;TN
936678432;FIRDA SJØFARMER AS;KALVØYNA 75;5970;BYRKNESØY;11684;DJUPEVIKA I;GULEN;SJØ;1560;TN
936678432;FIRDA SJØFARMER AS;KALVØYNA 75;5970;BYRKNESØY;10090;TRELLEVIKA;ASKVOLL;SJØ;2340;TN
936678432;FIRDA SJØFARMER AS;KALVØYNA 75;5970;BYRKNESØY;10078;MJÅNES;GULEN;SJØ;2340;TN
936678432;FIRDA SJØFARMER AS;KALVØYNA 75;5970;BYRKNESØY;11643;HATLEM Ø;HYLLESTAD;SJØ;2340;TN
916066899;BULANDET MILJØFISK AS;NORDSJØVEGEN 938;6987;BULANDET;37877;GJØRØY NORD;ASKVOLL;LAND;3900;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;17177;GRUNNENESET;BREMANGER;SJØ;3120;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13241;ENDAL VEST;BREMANGER;SJØ;1170;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13550;MARØY NØ;BREMANGER;SJØ;3120;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13549;LØYPINGNESET;BREMANGER;SJØ;2340;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13242;JUVIKA B;BREMANGER;SJØ;5460;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13612;RUNDREIMSTRANDA;STAD;SJØ;4680;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;10318;GULESTØ;BREMANGER;SJØ;5460;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;11833;FLÅTEGRUNNEN;KINN;SJØ;5460;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13841;BRUNSVIK;KINN;SJØ;5460;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13205;BRATTHOLMEN;SOLUND;SJØ;2340;TN
940316073;FIRDA SETTEFISK AS;KALVØYNA 75;5970;BYRKNESØY;13152;BOTNANE;BREMANGER;LAND;1750000;STK
921612710;SMART SALMON SMOLT AS;SJØGATA 4A;6770;NORDFJORDEID;36197;SMØRHAMN II;BREMANGER;LAND;0;STK
948825627;BARLINDBOTN SETTEFISK AS;BARLINDBOTN 261;6940;EIKEFJORD;13499;BREIVIKA Ø;BREMANGER;LAND;500;TN
997152743;E. KARSTENSEN FISKEOPPDRETT AS;FANØYVEGEN 1;6917;BATALDEN;11807;MARØYTÅA;KINN;SJØ;3120;TN
997152743;E. KARSTENSEN FISKEOPPDRETT AS;FANØYVEGEN 1;6917;BATALDEN;11791;LANGERÅA;KINN;SJØ;3120;TN
997152743;E. KARSTENSEN FISKEOPPDRETT AS;FANØYVEGEN 1;6917;BATALDEN;40297;GNARNESVIKA;KINN;SJØ;3120;TN
997152743;E. KARSTENSEN FISKEOPPDRETT AS;FANØYVEGEN 1;6917;BATALDEN;24615;GRUNNSØYA;KINN;SJØ;3120;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13486;HAUKÅ;KINN;LAND;0;STK
940316073;FIRDA SETTEFISK AS;KALVØYNA 75;5970;BYRKNESØY;13713;NORDDAL;KINN;LAND;2500000;STK
948825627;BARLINDBOTN SETTEFISK AS;BARLINDBOTN 261;6940;EIKEFJORD;13843;BARLINDBOTN;KINN;LAND;340;TN
988718181;SVANØY HAVBRUK AS;OLE TORJUSSENS VEG 130;6914;SVANØYBUKT;11810;MARØYSUNDET II;KINN;LAND;120000;STK
996679489;SLAKTERIET AS;POSTBOKS 393;6901;FLORØ;21235;HESTENESET;KINN;SJØ;780;TN
982094003;HAVLANDET HAVBRUK AS;POSTBOKS 323;6901;FLORØ;37657;BOTNANESET II;KINN;LAND;200;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;11803;KYRAVIKA;FJALER;SJØ;4680;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13838;HEGNES;FJALER;SJØ;1560;TN
966451238;ERKO SEAFOOD AS;CHRISTIAN MICHELSENS GATE 6B;5012;BERGEN;11688;PORTEVIKA;HYLLESTAD;SJØ;2340;TN
935415039;SANDNES FISKEOPPDRETT AS;VÅGSVEGEN 423;6967;HELLEVIK I FJALER;33597;GRYTØYRAHOLMEN;FJALER;SJØ;2340;TN
935415039;SANDNES FISKEOPPDRETT AS;VÅGSVEGEN 423;6967;HELLEVIK I FJALER;11813;SVINØY V;FJALER;SJØ;2340;TN
985338078;GJØLANGER SETTEFISK AS;GJØLANGERVEGEN 571A;6967;HELLEVIK I FJALER;11795;GJØLANGER;FJALER;LAND;2400000;STK
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;25055;BEKKSNESET;HYLLESTAD;SJØ;5460;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;39917;FURENESET;BREMANGER;SJØ;3120;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;18657;SKREDSTIVIK;HYLLESTAD;SJØ;4680;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;15403;OLDERØY;SOLUND;SJØ;3900;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;14081;TVEIT;HYLLESTAD;SJØ;5460;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13643;HJARTHOLM;GULEN;SJØ;3900;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13236;INDRE OPPEDAL;GULEN;SJØ;5460;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;11809;KRABBESTIG;KINN;SJØ;5460;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13837;VERPEIDE;KINN;SJØ;3900;TN
979598009;SLAKTERIET BREKKE AS;SOGNEFJORDVEGEN 47;5961;BREKKE;13654;INSTEFJORD;GULEN;SJØ;340;TN
961389070;MARTIN E BIRKNES EFTF AS;KALVØYNA 75;5970;BYRKNESØY;17576;NESEVÅGEN;GULEN;SJØ;350;TN
957896650;SANDE SETTEFISK AS;SØRSTRANDSVEGEN 655;6823;SANDANE;10170;SANDE;GLOPPEN;LAND;5000000;STK
919309520;HYEN FISK AS;HYEVEGEN 1763;6829;HYEN;12219;ÅRENESET;GLOPPEN;LAND;800000;STK
921398336;NORDFJORD LAKS AS;RYGG SKULE, HEGGJEDALEN 8;6823;SANDANE;12212;LINDENESET;GLOPPEN;SJØ;1560;TN
921398336;NORDFJORD LAKS AS;RYGG SKULE, HEGGJEDALEN 8;6823;SANDANE;12215;KLEPPENESET;GLOPPEN;SJØ;780;TN
921398336;NORDFJORD LAKS AS;RYGG SKULE, HEGGJEDALEN 8;6823;SANDANE;31577;HANEHOLMEN;GLOPPEN;SJØ;1560;TN
920002218;OSLAND HAVBRUK AS;SØRSIDEVEGEN 2966;5962;BJORDAL;12178;BJØNNSPJOTNESET;HØYANGER;SJØ;2340;TN
997550641;OSLAND SETTEFISK AS;BJORDAL;5962;BJORDAL;12177;SØREBØ;HØYANGER;LAND;1000;TN
898844412;OSLAND STAMFISK AS;OSLAND BRYGGE, SØRSIDEVEGEN 2966;5962;BJORDAL;12180;OSLAND II;HØYANGER;LAND;300000;STK
898844412;OSLAND STAMFISK AS;OSLAND BRYGGE, SØRSIDEVEGEN 2966;5962;BJORDAL;18336;MIDTNESET;HØYANGER;LAND;50;TN
920547184;VADHEIM AKVAPARK AS;NEDRE HOVLAND 1;6996;VADHEIM;40057;VADHEIM I;HØYANGER;LAND;0;STK
920547184;VADHEIM AKVAPARK AS;NEDRE HOVLAND 1;6996;VADHEIM;40058;VADHEIM 2;HØYANGER;LAND;2350;TN
997550641;OSLAND SETTEFISK AS;BJORDAL;5962;BJORDAL;12165;HERMANSVERK;SOGNDAL;LAND;2500000;STK
891905912;FJORD FORSK SOGN AS;POSTBOKS 207;6852;SOGNDAL;12158;SKJERSNES;SOGNDAL;SJØ;65;TN
999638872;SULEFISK AS;HARDBAKKE;6924;HARDBAKKE;11714;KVERNHUSVIKA;SOLUND;SJØ;3600;TN
999638872;SULEFISK AS;HARDBAKKE;6924;HARDBAKKE;11719;KRÅKENES;SOLUND;SJØ;2340;TN
999638872;SULEFISK AS;HARDBAKKE;6924;HARDBAKKE;11736;FUREHOLMEN S;SOLUND;SJØ;2340;TN
999638872;SULEFISK AS;HARDBAKKE;6924;HARDBAKKE;14035;GULESKJERET;SOLUND;SJØ;3120;TN
999638872;SULEFISK AS;HARDBAKKE;6924;HARDBAKKE;29656;JUVIKA;SOLUND;SJØ;2340;TN
936768148;SOL SMOLT AS;HARDBAKKE;6924;HARDBAKKE;13206;STOREVATN;SOLUND;LAND;500000;STK
942273266;LIALAKS AS;STRANDAVÅGVEGEN 80;6924;HARDBAKKE;11745;LIANESET;SOLUND;LAND;600000;STK
999638872;SULEFISK AS;HARDBAKKE;6924;HARDBAKKE;11721;BUKKEHOLMEN;SOLUND;SJØ;780;TN
985672911;OFS MÅLØY AS;POSTBOKS 5;6701;MÅLØY;39117;BARSTADVIK;KINN;LAND;15000;TN
911942429;FIRDA SETTEFISK ARNAFJORD AS;KALVØYNA 75;5970;BYRKNESØY;12173;ARNAFJORD;VIK;LAND;0;STK
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;13179;LENSVIK;ORKLAND;LAND;2500000;STK
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;28636;RATAREN;FRØYA;SJØ;5460;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;31959;RATAREN II;FRØYA;SJØ;5460;TN
980649598;REFSNES LAKS AS;REVSNES;7177;REVSNES;34897;BRANDSFJORDEN;ÅFJORD;SJØ;2340;TN
980649598;REFSNES LAKS AS;REVSNES;7177;REVSNES;33737;OLAUSSKJÆRET;FRØYA;SJØ;3120;TN
980649598;REFSNES LAKS AS;REVSNES;7177;REVSNES;31958;RATVIKA;ÅFJORD;SJØ;3120;TN
980649598;REFSNES LAKS AS;REVSNES;7177;REVSNES;19977;JEKTHOLMEN;ÅFJORD;SJØ;3120;TN
980649598;REFSNES LAKS AS;REVSNES;7177;REVSNES;19135;SANDØYA III;ÅFJORD;SJØ;2340;TN
980649598;REFSNES LAKS AS;REVSNES;7177;REVSNES;38697;TAKFLUA;ÅFJORD;SJØ;3120;TN
980649598;REFSNES LAKS AS;REVSNES;7177;REVSNES;10398;SEISKJÆRA;ÅFJORD;SJØ;3120;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;45092;SMÆLINGEN;ÅFJORD;SJØ;6240;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;37197;RUGGSTEIN;FRØYA;SJØ;6240;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;33537;BUHOLMEN;ÅFJORD;SJØ;6240;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;33218;HOSENØYAN;ÅFJORD;SJØ;6240;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;15375;SØRØYFLESA;FRØYA;SJØ;1560;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;13886;HALLARØY V;FRØYA;SJØ;2340;TN
984436335;TRØNDERSMOLT AS;SKJØRAVEIEN 471;7177;REVSNES;23735;SUNNSKJØR;ÅFJORD;LAND;0;STK
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;36877;MUNKSKJÆRA;FRØYA;SJØ;3120;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;40137;LØNNGRUNNEN;ØRLAND;SJØ;6240;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12599;INDRE SKJERVØY;OSEN;SJØ;7020;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;33417;PERSFLUA;ØRLAND;SJØ;6240;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;36138;FLATØYFJORDEN;ÅFJORD;SJØ;3600;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12594;BREIDVIKA;OSEN;SJØ;5460;TN
965497455;OLDENSELSKAPENE AS;LYSØYSUNDET;7168;LYSØYSUNDET;12745;OLDEN;ØRLAND;LAND;0;STK
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;32717;TRANØYA N;ØRLAND;SJØ;1560;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;30897;HAVSUNDET;ØRLAND;SJØ;1560;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12794;RUNDKLUMPEN;ØRLAND;SJØ;1560;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;10232;MANNBRUHOLMEN;FRØYA;SJØ;7020;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;31557;VALØYAN;FRØYA;SJØ;6240;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12392;LILLE TORSØY;HITRA;SJØ;7020;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12435;GRØTTINGSØY;FRØYA;SJØ;7020;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12449;TENNØYA;FRØYA;SJØ;6240;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;37717;VASSGÅSHOLMEN;ORKLAND;SJØ;7092;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;10375;NORD LEKSA;ORKLAND;SJØ;7020;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;12784;RINGHOLMEN;HITRA;SJØ;7020;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;12789;GUNNARØYA;ORKLAND;SJØ;6240;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;20559;LANGSKJÆRA;FRØYA;SJØ;5460;TN
924895004;ERVIKS LAKS OG ØRRET AS;ARMEN 33;7270;DYRVIK;38797;OLØYA N;FRØYA;SJØ;2860;TN
924895004;ERVIKS LAKS OG ØRRET AS;ARMEN 33;7270;DYRVIK;12357;AURSØYSVA;FRØYA;SJØ;2860;TN
924895004;ERVIKS LAKS OG ØRRET AS;ARMEN 33;7270;DYRVIK;12366;RASKJÆRET;FRØYA;SJØ;2080;TN
924895004;ERVIKS LAKS OG ØRRET AS;ARMEN 33;7270;DYRVIK;12385;LYNGVÆR Ø II;FRØYA;SJØ;1560;TN
924895004;ERVIKS LAKS OG ØRRET AS;ARMEN 33;7270;DYRVIK;30297;KRABBHOLMEN;ÅFJORD;SJØ;3120;TN
924895004;ERVIKS LAKS OG ØRRET AS;ARMEN 33;7270;DYRVIK;31517;KAMHOLMEN;FRØYA;SJØ;2860;TN
924895004;ERVIKS LAKS OG ØRRET AS;ARMEN 33;7270;DYRVIK;34597;SEIBALLSKJÆRET;FRØYA;SJØ;2340;TN
933792854;MÅSØVAL AS;NORDFRØYVEIEN 413;7260;SISTRANDA;12370;MÅØYDRAGA;FRØYA;SJØ;2340;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;35377;KVEITSKJERET;FRØYA;SJØ;6240;TN
966840528;SALMAR FARMING AS;KVERVA;7266;KVERVA;24197;VÆRØYA Ø;HITRA;SJØ;4680;TN
933792854;MÅSØVAL AS;NORDFRØYVEIEN 413;7260;SISTRANDA;39217;HÅRKALLBÅEN;SMØLA;SJØ;3120;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;35657;VARDEN;HITRA;SJØ;7020;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;33957;HOFSØYA;FRØYA;SJØ;7020;TN
921343922;ERVIK DRIFT AS;DYRVIK;7270;DYRVIK;12992;ERVIKBUKTA;FRØYA;LAND;300000;STK
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13503;HEGGVIKA;HITRA;SJØ;3900;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;12383;OMSØYHOLMAN;HITRA;SJØ;6240;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;30257;HAUSAN;HEIM;SJØ;6240;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;13572;BADSTUVIKA;HITRA;SJØ;5460;TN
974536463;VIKAN SETTEFISK AS;TUVNESVEIEN 9;7266;KVERVA;12428;TVERRVÅGEN;FRØYA;LAND;0;STK
958973306;SALMAR AS;INDUSTRIVEIEN 51;7266;KVERVA;19457;NORDSKAG;FRØYA;SJØ;3000;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;33557;LANGSKJÆRA II;FRØYA;SJØ;4680;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;26155;SLÅTTHOLMEN;HEIM;SJØ;3120;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;19195;KORSHOLMAN;HITRA;SJØ;3120;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13727;SVELLUNGEN;HITRA;SJØ;3120;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12348;KÅHOLMEN;HITRA;SJØ;4680;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;26135;KJØRSVIKGRUNN;HEIM;SJØ;7020;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;19016;STORSKOGØYA;HITRA;SJØ;6240;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;14041;EDØYA;HITRA;SJØ;3900;TN
836881362;AS KNUTSHAUGFISK;KNUTSHAUG;7252;DOLMØY;12406;RAUODDEN;HITRA;SJØ;2340;TN
836881362;AS KNUTSHAUGFISK;KNUTSHAUG;7252;DOLMØY;12407;FLESA;HITRA;SJØ;1560;TN
836881362;AS KNUTSHAUGFISK;KNUTSHAUG;7252;DOLMØY;10240;ILSØYA Ø;HITRA;SJØ;1560;TN
836881362;AS KNUTSHAUGFISK;KNUTSHAUG;7252;DOLMØY;33177;KRABBHOLMEN II;ÅFJORD;SJØ;3120;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;19115;FUGLØYA;HITRA;SJØ;6240;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;13887;REITHOLMEN;HITRA;SJØ;5460;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;30137;EDØYA II;HITRA;SJØ;3120;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;13570;ULVÆRHOLMEN;HITRA;SJØ;3120;TN
890011632;MÅSØVAL SETTEFISK AS;NORDFRØYVEIEN 413;7260;SISTRANDA;12422;LAKSÅVATNET LAKSÅVIK;HITRA;LAND;2700000;STK
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;12371;KALVØYA;HITRA;SJØ;780;TN
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13720;ULVAN;HITRA;SJØ;1550;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;13964;BELSVIK;HEIM;LAND;6000;TN
964367701;AQUAGEN AS;C/O AQUAGEN AS, INDUSTRIVEIEN 13;7200;KYRKSÆTERØRA;29697;HAFSMO;ORKLAND;SJØ;2840;TN
964367701;AQUAGEN AS;C/O AQUAGEN AS, INDUSTRIVEIEN 13;7200;KYRKSÆTERØRA;33697;FORRAHAMMAREN;HEIM;SJØ;2840;TN
964367701;AQUAGEN AS;C/O AQUAGEN AS, INDUSTRIVEIEN 13;7200;KYRKSÆTERØRA;19015;STOKKVIKA;HEIM;SJØ;2840;TN
964367701;AQUAGEN AS;C/O AQUAGEN AS, INDUSTRIVEIEN 13;7200;KYRKSÆTERØRA;13677;TRØAN BJØRKLIBUKTA;HEIM;SJØ;780;TN
964367701;AQUAGEN AS;C/O AQUAGEN AS, INDUSTRIVEIEN 13;7200;KYRKSÆTERØRA;13573;KISTVIKA;HEIM;SJØ;2340;TN
933792854;MÅSØVAL AS;NORDFRØYVEIEN 413;7260;SISTRANDA;39937;ORHOLMEN;AUKRA;SJØ;3120;TN
927412039;SETRAN SETTEFISK AS;VARDEVEGEN 8;6533;AVERØY;12639;SÆTRAN;OSEN;LAND;0;STK
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12596;BESSAKER;ÅFJORD;LAND;2500000;STK
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12595;VIKBUKTA;ÅFJORD;LAND;2500000;STK
985872406;KRÅKØY SLAKTERI AS;KRÅKØYVEIEN 57;7180;ROAN;25935;KRÅKØY SLAKTERI;ÅFJORD;SJØ;600;TN
985848718;LERØY MIDT AS;INDUSTRIPARKVEIEN 31;7246;SANDSTAD;12813;SAGELVA;Indre Fosen;LAND;2000000;STK
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;13178;NERNESSET;ORKLAND;LAND;0;STK
964118191;MOWI ASA;POSTBOKS 4102 SANDVIKEN;5835;BERGEN;12737;MOLDTUA;ORKLAND;LAND;2500000;STK
937357370;SINTEF OCEAN AS;POSTBOKS 4762 TORGARDEN;7465;TRONDHEIM;24836;BRATTØRKAIA;TRONDHEIM;LAND;0.5;TN
974767880;NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU;TRONDHEIM;7491;TRONDHEIM;27576;BRATTØRKAIA 17B;TRONDHEIM;LAND;14;TN
816157382;SALAKS AS;LAVANGSNESVEIEN 793;9350;SJØVEGAN;31738;BJØRGA;SØRREISA;SJØ;3600;TN
816157382;SALAKS AS;LAVANGSNESVEIEN 793;9350;SJØVEGAN;34057;MOHAMN;DYRØY;SJØ;3600;TN
816157382;SALAKS AS;LAVANGSNESVEIEN 793;9350;SJØVEGAN;36177;SKJELLESVIKA;HARSTAD;SJØ;4700;TN
816157382;SALAKS AS;LAVANGSNESVEIEN 793;9350;SJØVEGAN;37217;DALE;HARSTAD;SJØ;5500;TN
816157382;SALAKS AS;LAVANGSNESVEIEN 793;9350;SJØVEGAN;23755;KJEIPRØD;LOABÁK - LAVANGEN;SJØ;4500;TN
816157382;SALAKS AS;LAVANGSNESVEIEN 793;9350;SJØVEGAN;20576;KVANNTONESET;LOABÁK - LAVANGEN;SJØ;4500;TN
816157382;SALAKS AS;LAVANGSNESVEIEN 793;9350;SJØVEGAN;10552;STORVIKA III;SALANGEN;SJØ;4500;TN
816157382;SALAKS AS;LAVANGSNESVEIEN 793;9350;SJØVEGAN;13597;SALANGSLIA;SALANGEN;SJØ;4500;TN
858000742;FLAKSTADVÅG LAKS AS;FLAKSTADVEIEN 1092;9393;FLAKSTADVÅG;36937;HALLVARDSØYA;SENJA;SJØ;4500;TN
858000742;FLAKSTADVÅG LAKS AS;FLAKSTADVEIEN 1092;9393;FLAKSTADVÅG;10544;FLAKSTADVÅG;SENJA;SJØ;3600;TN
858000742;FLAKSTADVÅG LAKS AS;FLAKSTADVEIEN 1092;9393;FLAKSTADVÅG;11364;ÅRBERG;SENJA;SJØ;4500;TN
858000742;FLAKSTADVÅG LAKS AS;FLAKSTADVEIEN 1092;9393;FLAKSTADVÅG;26935;FROVÅGNESET;SENJA;SJØ;2700;TN
858000742;FLAKSTADVÅG LAKS AS;FLAKSTADVEIEN 1092;9393;FLAKSTADVÅG;11357;SKARVBERGET;SENJA;SJØ;4500;TN
858000742;FLAKSTADVÅG LAKS AS;FLAKSTADVEIEN 1092;9393;FLAKSTADVÅG;32777;HUNDBERGAN;SENJA;SJØ;1890;TN
957175708;AKVAFARM AS;BERGSFJORDVEIEN 1122;9385;SKALAND;11426;STORELVA I BERG;SENJA;LAND;5000000;STK
942027672;KLEIVA FISKEFARM AS;ANDØRJAVEIEN 1720;9455;ENGENES;36137;JEKTEBERGET;IBESTAD;SJØ;3600;TN
942027672;KLEIVA FISKEFARM AS;ANDØRJAVEIEN 1720;9455;ENGENES;32917;GREGUSVIKA;IBESTAD;SJØ;5400;TN
942027672;KLEIVA FISKEFARM AS;ANDØRJAVEIEN 1720;9455;ENGENES;32257;KJØTTA V;HARSTAD;SJØ;5500;TN
942027672;KLEIVA FISKEFARM AS;ANDØRJAVEIEN 1720;9455;ENGENES;31757;KASTEBERGET;IBESTAD;SJØ;5500;TN
942027672;KLEIVA FISKEFARM AS;ANDØRJAVEIEN 1720;9455;ENGENES;31177;HILDERKLEIVA;KVÆFJORD;SJØ;3600;TN
942027672;KLEIVA FISKEFARM AS;ANDØRJAVEIEN 1720;9455;ENGENES;11340;BJØRNSTEIN;IBESTAD;SJØ;6500;TN
942027672;KLEIVA FISKEFARM AS;ANDØRJAVEIEN 1720;9455;ENGENES;11339;ÅNDERKLEIVA;IBESTAD;SJØ;6500;TN
942027672;KLEIVA FISKEFARM AS;ANDØRJAVEIEN 1720;9455;ENGENES;11334;SKJÆRVIKA;GRATANGEN;SJØ;5900;TN
942027672;KLEIVA FISKEFARM AS;ANDØRJAVEIEN 1720;9455;ENGENES;11332;MYRLANDSHAUG;GRATANGEN;SJØ;5500;TN
942027672;KLEIVA FISKEFARM AS;ANDØRJAVEIEN 1720;9455;ENGENES;11330;ÅMUNDSVIKA;GRATANGEN;SJØ;2700;TN
942027672;KLEIVA FISKEFARM AS;ANDØRJAVEIEN 1720;9455;ENGENES;10550;SKARDBERGVIKA;GRATANGEN;SJØ;3120;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;11326;SKØYEN;DYRØY;SJØ;2700;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;11385;VESTNES;HARSTAD;SJØ;3900;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;26615;HAUG;KVÆFJORD;SJØ;3600;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;30917;ELGEN;HARSTAD;SJØ;3120;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;10536;HØGHOLMEN;HARSTAD;SJØ;6615;TN
955750802;NORDLAKS OPPDRETT AS;POSTBOKS 224;8455;STOKMARKNES;28296;SKOMMESVIK;KVÆFJORD;SJØ;4395;TN
